damage_received,survival,damage_received_from_invisible,life_time,nation,player_winrate,winrate,image,isPrem,class,difference,tier,damage_blocked,battles,shots_fired,spots,tank_id,direct_hits,sniper_damage,spotting_assist,base_defense_points,wn8,frags,penetrations,base_capture_points,distance_traveled,hit_rate,name,tracking_assist,potential_damage_received,pen_rate,damage
1188,27.92,331,296,USA,51.34,52.11,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A126_PzVI_Tiger_II_capt.png,True,HT,0.77,7,686,3023,9,0.97,61473,6.33,151,249,0.31,1249,0.73,4.4,1.4,1099,70.28,King Tiger (C),44,1830,69.53,986
1386,20.53,471,270,China,50.67,47.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch29_Type_62C_prot.png,False,LT,-2.72,10,150,3000,5.98,2.75,5937,4.28,318,1104,0.35,1323,0.6,3.16,0.45,1894,71.64,WZ-132-1,51,1493,73.73,1176
798,19.02,266,248,China,51.58,51.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch02_Type62.png,True,LT,-0.28,7,32,2992,7.22,2.7,305,4.97,167,594,0.39,1487,0.65,3.69,0.56,1554,68.73,Type 62,27,828,74.38,655
819,18.39,290,243,China,49.95,49.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch16_WZ_131.png,False,LT,-0.11,7,30,2985,5.84,2.23,3377,3.88,135,471,0.35,1071,0.51,2.91,0.45,1571,66.4,WZ-131,24,836,75.01,555
1327,19.47,442,279,USA,46.82,43.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton_KR.png,True,MT,-2.87,8,239,2953,8.08,1.05,57121,5.38,186,350,0.33,823,0.48,3.37,0.67,1289,66.68,M46 KR,43,1600,62.54,778
1467,33.48,331,321,USSR,50.83,54.17,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R192_K_2.png,True,HT,3.34,8,1781,2933,8,0.96,34561,6,104,345,0.18,1505,0.82,3.83,1.32,1236,74.97,K-2,49,3222,63.87,1365
2171,23.85,478,293,China,49.57,48.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch22_113.png,False,HT,-1.38,10,1059,2931,9.02,1.4,5425,6.86,230,473,0.2,1459,0.72,4.47,0.64,1411,76.03,113,67,3169,65.17,1846
1922,33.29,451,336,China,52.43,52.21,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch52_WZ_122_6_F3.png,True,HT,-0.22,10,1506,2923,8.49,1.21,59441,6.93,288,471,0.43,1961,1.03,5.17,0.76,1494,81.53,116-F3,86,3332,74.59,2511
1183,33.71,368,329,UK,53.36,54.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB97_Chimera.png,True,MT,1.29,8,340,2892,7.96,1.18,57425,5.84,470,405,0.57,2022,1.09,4.42,0.64,1545,73.4,Chimera,54,1523,75.67,1784
1474,45.39,515,388,China,55.26,55.38,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/china-Ch44_114_SP2.png,True,TD,0.12,10,160,2818,8.83,0.5,60977,6.39,1305,303,0.52,2255,1.38,4.86,0.54,1387,72.33,114 SP2,92,1557,76.1,2834
1164,16.15,399,242,China,48.86,48.64,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch28_WZ_132A.png,False,LT,-0.22,9,44,2780,5.21,2.46,5681,3.57,185,731,0.22,947,0.46,2.62,0.49,1589,68.55,WZ-132A,41,1212,73.43,746
1407,22.54,379,285,France,48.35,47.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F74_AMX_M4_1949.png,True,HT,-0.82,8,829,2751,7.62,0.8,62785,5.36,107,248,0.25,984,0.5,3.36,0.79,1112,70.41,AMX M4 49,48,2235,62.63,954
529,12.96,170,211,USSR,48.07,44.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R12_A-20.png,False,LT,-3.29,5,14,2740,10.76,2.22,2049,6.81,36,281,0.25,693,0.34,3.82,0.76,1482,63.29,A-20,9,506,56.07,217
731,22.88,267,274,UK,49.65,48.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB19_Sherman_Firefly.png,False,MT,-0.71,6,88,2705,9.65,0.76,3665,5.82,211,181,0.45,1095,0.63,4.45,0.89,1082,60.29,Firefly,23,829,76.43,631
707,25.36,253,284,Germany,50.66,50.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png,True,MT,-0.31,6,156,2685,11.03,0.82,57361,7.21,228,197,0.56,1260,0.74,5.38,0.91,1103,65.39,Pz. IV S.,27,860,74.61,690
1320,24.91,471,302,Germany,48.16,46.5,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G106_PzKpfwPanther_AusfF.png,True,MT,-1.66,8,164,2605,9.07,0.81,60177,5.8,343,283,0.51,1239,0.66,3.82,0.66,1354,63.92,"Panther 8,8",56,1499,65.88,1006
1268,20.31,471,277,France,48.59,46.73,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F68_AMX_Chasseur_de_char_46.png,True,MT,-1.86,8,12,2605,8.41,1.33,63553,5.49,289,374,0.37,1081,0.6,3.85,0.49,1596,65.19,AMX CDC,52,1234,70.12,888
532,17.4,195,245,Czech,48.72,48.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz09_T_24.png,False,MT,-0.63,5,52,2558,8,0.97,1137,4.97,98,151,0.33,987,0.45,3.77,0.61,1168,62.08,Škoda T 24,18,562,75.93,401
1413,20.49,401,279,USA,47.89,47.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K.png,True,HT,-0.11,8,978,2557,7.52,1.01,60193,5.43,123,268,0.19,894,0.51,3.14,0.9,1084,72.22,Chrysler K,46,2390,57.81,945
1185,24.19,411,297,Germany,49.18,46.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G119_Panzer58_BF.png,True,MT,-2.22,8,120,2555,8.19,1.14,49937,5.38,310,385,0.51,1130,0.6,3.74,0.56,1392,65.68,Schwarzpz.58,47,1328,69.63,902
1626,33.71,495,350,USSR,50.53,47.99,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R126_Object_730_5.png,True,TD,-2.54,10,269,2495,6,0.44,50689,4.21,663,269,0.27,1442,0.88,3,0.86,1212,70.11,Obj. 268 5,63,1873,71.37,2010
1393,24.65,445,312,USSR,48.31,46.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R104_Object_430_II.png,False,MT,-1.69,9,258,2483,8.34,0.96,17665,5.63,351,411,0.38,1016,0.65,3.86,0.85,1450,67.52,Obj. 430 II,55,1654,68.47,1158
611,28.62,167,273,Germany,61.71,64.81,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G32_PzV_PzIV.png,True,MT,3.1,5,255,2474,16.59,2.05,51473,11.6,238,257,0.73,1929,1.52,9.3,1,1521,69.89,Pz. V/IV,35,821,80.19,1035
1154,23.55,296,285,China,48.93,48.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png,False,HT,-0.25,7,342,2463,5.81,0.79,3633,3.81,78,190,0.15,878,0.61,2.4,0.82,1105,65.53,IS-2,34,1499,62.94,774
777,21.64,247,264,Germany,48.74,49.83,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G87_VK3002DB_V1.png,False,MT,1.09,6,104,2454,10.24,1.39,14097,6.35,157,260,0.35,1151,0.71,4.7,1.09,1406,61.95,VK 30.01 D,26,866,74.14,616
1427,20.84,344,287,China,46.95,45.34,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch11_110.png,False,HT,-1.61,8,484,2443,6.48,0.83,2865,4.61,118,241,0.17,798,0.45,2.68,1.01,1109,71.12,110,42,1906,58.07,859
701,20.86,235,255,Czech,50.77,50.14,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png,True,MT,-0.63,6,60,2416,7.27,1.1,51569,4.47,193,220,0.36,1212,0.71,3.27,0.8,1228,61.49,Škoda T 40,29,755,73.16,670
559,26.44,225,309,France,49.65,48.76,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F34_ARL_V39.png,False,TD,-0.89,6,61,2379,6.41,0.41,11585,3.61,303,129,0.29,1006,0.66,2.7,1.06,1001,56.37,ARL V39,24,634,74.79,609
800,22.34,236,255,UK,50.69,50.6,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB51_Excelsior.png,True,HT,-0.09,5,407,2355,12.11,1.19,54353,7.69,52,189,0.41,961,0.69,4.83,1.09,1043,63.53,Excelsior,27,1166,62.76,512
176,36.96,64,368,USSR,46.6,42.56,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R100_SU122A.png,False,SPG,-4.04,5,1,2335,6.45,0.03,16385,1.2,247,13,0.39,403,0.35,0.1,0.13,382,18.59,SU-122A,26,182,8.75,280
1709,32.83,563,358,China,49.07,50.06,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch38_WZ113G_FT.png,False,TD,0.99,10,693,2297,5.84,0.47,8497,4.02,636,288,0.26,1297,0.83,2.75,0.81,1154,68.9,WZ-113G FT,57,2370,68.32,1854
1649,32.91,467,330,Italy,52.98,54.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It20_Carro_Combattimento_45t.png,True,MT,1.06,10,602,2279,11.35,1.32,50849,8.94,608,560,0.55,2049,1.26,6.89,0.6,1791,78.79,Carro 45 t,140,2182,76.99,2548
177,40.61,66,368,France,48.06,47.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png,False,SPG,-0.71,5,1,2204,10.75,0.04,4161,2.63,325,14,0.63,581,0.46,0.15,0.27,530,24.45,AMX 13 AM,56,175,5.82,364
1191,23.58,337,285,USSR,49.45,48.88,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R156_IS_2M.png,True,HT,-0.57,7,379,2193,5.95,0.76,46593,3.87,108,196,0.16,871,0.69,2.46,0.93,1124,65.07,IS-2M,39,1571,63.51,856
703,28.83,269,320,USSR,49.8,49.6,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R116_ISU122C_Berlin.png,True,TD,-0.2,7,163,2192,6.57,0.42,59649,3.82,404,140,0.29,1101,0.8,2.59,0.98,1012,58.14,ISU-122S,38,894,67.82,883
1567,27.81,402,309,Germany,49.29,49.34,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G138_VK168_02.png,True,HT,0.05,8,1017,2186,6.15,0.71,48913,4.37,147,277,0.2,1212,0.65,2.7,1.22,1051,71.03,VK 168.01 P,45,2572,61.94,1094
815,24.1,236,258,USA,50.6,51.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A21_T14.png,True,HT,0.64,5,452,2141,13.25,1.22,33,8.88,52,185,0.44,1194,0.79,5.34,1.6,1080,67.04,T14,29,1206,60.11,576
712,24.13,232,270,Poland,51.52,50.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl16_T34_85_Rudy.png,True,MT,-0.74,6,118,2002,9.29,1.21,51345,6.1,223,249,0.39,1337,0.81,4.55,1.07,1263,65.62,Rudy Pl,37,829,74.7,774
1314,23.43,393,274,Germany,50.51,50.99,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G118_VK4503.png,True,HT,0.48,7,299,1942,7.31,0.87,62993,5.2,144,207,0.19,916,0.54,3.59,1.05,1044,71.12,VK 45.03,35,1604,69.09,814
1226,25.74,458,305,USSR,48.94,48.33,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R121_KV4_KTT.png,True,TD,-0.61,8,1013,1927,7.63,0.54,62209,5,259,182,0.28,1059,0.65,3.22,1.08,978,65.59,KV-4 KTTS,44,2272,64.42,1068
1171,24.58,314,285,USSR,50.2,50.9,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R71_IS_2B.png,True,HT,0.7,7,329,1896,5.97,0.88,59137,4,118,220,0.22,1056,0.75,2.6,1.15,1154,66.99,IS-2,40,1509,65.04,907
