damage_received,survival,damage_received_from_invisible,life_time,nation,player_winrate,winrate,image,isPrem,class,difference,tier,damage_blocked,battles,shots_fired,spots,tank_id,direct_hits,sniper_damage,spotting_assist,base_defense_points,wn8,frags,penetrations,base_capture_points,distance_traveled,hit_rate,name,tracking_assist,potential_damage_received,pen_rate,damage
272,42.14,109,391,USSR,49.07,49.03,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png,False,SPG,-0.04,9,14,12587,7.87,0.02,8449,2.31,1085,12,0.64,978,0.54,0.14,0.09,471,29.33,212A,36,333,6.01,1136
1402,20.77,374,283,USSR,47.61,46.22,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R170_IS_2_II.png,False,HT,-1.39,8,471,12498,7.68,0.67,22785,5.51,116,195,0.27,890,0.54,3.37,0.71,1057,71.75,IS-2-II,44,1897,61.19,916
522,29.73,201,314,USSR,49.82,49.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R17_SU-100.png,False,TD,0.14,6,114,12420,5.91,0.49,3585,3.45,308,136,0.42,1203,0.82,2.61,0.98,1062,58.43,SU-100,29,644,75.42,725
1099,18.31,366,252,France,49.38,49.25,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png,False,LT,-0.13,9,3,12303,6.82,2.51,4929,5.01,173,815,0.28,1184,0.58,3.74,0.5,1734,73.4,AMX 13 90,33,1070,74.78,832
722,24.71,307,299,Germany,48.04,47.23,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G18_JagdPanther.png,False,TD,-0.81,7,167,12267,6.18,0.41,3857,3.85,338,133,0.36,794,0.6,2.65,0.82,992,62.35,JPanther,31,918,68.74,710
1372,22.82,367,289,China,48.61,48.04,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png,False,HT,-0.57,8,756,12153,5.87,0.91,9521,4.18,117,231,0.25,1076,0.55,2.6,1.01,1120,71.23,BZ-166,38,2110,62.17,1007
893,24.75,274,277,USSR,49.63,49.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R72_T150.png,False,HT,0.31,6,415,12087,6.94,0.74,11265,4.4,78,162,0.3,1103,0.66,2.88,1.32,1003,63.48,T-150,29,1289,65.46,697
2292,30.35,451,330,USSR,49.49,49.08,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R90_IS_4M.png,False,HT,-0.41,10,1885,12025,9.65,1.05,6145,7.59,177,482,0.27,1534,0.79,4.78,0.93,1279,78.62,IS-4,73,4116,63,1961
1254,30.44,409,327,USA,46.97,48.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A39_T28.png,False,TD,1.44,8,957,11985,6.67,0.48,8225,4.56,243,231,0.28,930,0.63,2.87,1.28,964,68.4,T28,44,2232,62.93,1002
1259,22.46,442,283,UK,48.81,47.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB94_Centurion_Mk5-1_RAAC.png,True,MT,-0.97,8,608,11948,9.14,1.12,56913,6.13,205,360,0.33,1055,0.56,4.11,0.68,1329,66.99,Centurion 5/1,47,1867,67.17,910
1326,26.16,366,296,France,49.43,49.57,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F84_Somua_SM.png,True,HT,0.14,8,371,11944,9.28,0.68,62273,7.02,254,196,0.33,1381,0.89,4.92,0.7,1185,75.63,Somua SM,60,1714,70.05,1360
1391,21.58,358,284,Czech,47.98,46.49,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png,False,HT,-1.49,8,534,11928,6.88,0.9,3441,5.06,137,232,0.26,1012,0.51,3.27,0.7,1156,73.51,TNH 105/1000,48,1937,64.71,982
565,18.77,214,247,Germany,47.8,47.64,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png,False,MT,-0.16,5,53,11851,6.74,0.76,18193,3.69,65,134,0.29,690,0.47,1.98,1.03,1045,54.73,Pz. IV H,26,602,53.67,331
1679,25.39,385,301,USSR,49.53,48.83,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png,False,HT,-0.7,9,910,11786,8.59,0.99,22529,6.46,151,304,0.3,1222,0.72,4.06,0.82,1219,75.16,IS-3-II,70,2602,62.88,1411
1154,22.72,433,297,Germany,47.26,45.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png,False,MT,-1.42,8,237,11735,7.77,0.69,13841,5.08,238,263,0.33,801,0.5,3.34,0.8,1243,65.38,Indien-Pz.,42,1431,65.69,785
1540,30.5,479,334,USSR,49.33,50.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png,False,TD,1.26,9,1091,11732,6.87,0.85,21249,4.84,383,304,0.36,1364,0.78,3.25,0.88,1343,70.48,Obj. 263,55,2596,67.18,1579
1428,20.06,406,274,UK,48.42,46.29,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png,True,HT,-2.13,8,658,11658,9.96,0.97,56657,7.04,151,254,0.24,1002,0.53,4.31,0.56,1103,70.74,Caernarvon AX,48,2067,61.23,952
248,40.76,113,382,USSR,48.49,48.77,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R27_SU-14.png,False,SPG,0.28,8,9,11602,7.07,0.01,4097,2.08,906,10,0.57,900,0.56,0.16,0.06,355,29.47,SU-14-2,27,289,7.47,943
1728,25.97,381,306,USSR,48.07,49.1,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png,True,HT,1.03,9,1158,11477,7.18,1.12,44545,5.16,143,363,0.3,1107,0.66,3.3,0.96,1287,71.95,Obj. 777 II,54,2890,63.83,1337
585,19.47,197,239,France,50.15,51.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F15_AMX_12t.png,False,LT,0.97,6,4,11458,7.18,2.14,6465,5.03,112,391,0.43,1462,0.62,4.05,0.72,1544,69.99,AMX 12 t,20,568,80.51,512
894,18.96,291,253,USA,48.35,47.62,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A142_Pawlack_Tank.png,False,HT,-0.73,6,394,11428,7.7,0.97,20513,4.94,79,174,0.28,732,0.51,3.22,1.07,1061,64.12,Pawlack Tank,26,1257,65.12,557
543,18.5,197,246,USA,47.89,47.69,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A05_M4_Sherman.png,False,MT,-0.2,5,92,11366,6.73,0.9,1057,3.58,62,155,0.23,634,0.43,1.98,0.94,1044,53.17,M4A1,25,625,55.24,317
1486,21.82,452,291,USSR,48.59,47.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R40_T-54.png,False,MT,-1.18,9,472,11327,8.28,1.2,7937,5.66,234,438,0.38,989,0.59,3.72,0.65,1504,68.37,T-54,55,1963,65.75,1094
947,28.53,327,289,Japan,49.84,51.52,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J24_Mi_To_130_tons.png,False,HT,1.68,6,709,11159,4.51,0.7,5473,2.94,87,180,0.21,1212,0.82,1.71,1.46,919,65.16,O-I,27,1595,58.1,740
540,27.21,250,307,Germany,48.91,47.61,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png,False,TD,-1.3,6,1,11149,7.01,0.28,11793,4.01,362,83,0.39,896,0.65,3.04,0.78,882,57.18,Nashorn,26,517,75.86,620
616,31.31,276,320,USSR,50.33,50,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R49_SU100Y.png,True,TD,-0.33,6,106,11011,4.36,0.35,54785,2.59,375,103,0.33,1216,0.85,2.01,0.98,951,59.5,SU-100Y,27,734,77.55,762
1297,17.12,431,246,USA,49.18,48.1,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png,False,LT,-1.08,9,5,11007,4.28,2.78,18209,2.81,140,806,0.24,949,0.47,1.5,0.48,1704,65.56,T49,41,1253,53.29,716
1067,24.13,337,293,USSR,49.37,49.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R180_Object_274_A.png,True,MT,-0.1,8,555,10913,7.88,1.07,32257,5.29,247,357,0.37,1314,0.72,3.81,0.88,1342,67.14,Obj. 274a,46,1642,72.1,1136
303,40.72,128,383,Germany,48.84,49.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G45_G_Tiger.png,False,SPG,0.2,9,1,10901,6.72,0.01,8721,1.99,968,15,0.55,820,0.5,0.13,0.05,401,29.53,G.W. Tiger,33,331,6.41,1010
1734,28.83,442,313,France,50.17,50.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F83_AMX_M4_Mle1949_Bis.png,False,HT,0.5,9,1059,10849,8.28,0.99,16705,6.34,209,321,0.33,1358,0.77,4.16,0.75,1287,76.5,AMX M4 51,70,2771,65.63,1613
962,24.73,338,313,USSR,47.93,47.13,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R58_SU-101.png,False,TD,-0.8,8,555,10790,6.29,0.63,9985,4.07,317,214,0.22,950,0.6,2.77,0.74,1192,64.77,SU-101,38,1540,67.97,971
803,21.2,255,255,France,52.01,51.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100.png,True,LT,-0.17,7,5,10777,14.79,2.78,63809,10.75,149,610,0.51,1445,0.8,8.35,0.75,1712,72.72,AMX 13 57,18,783,77.65,734
659,31.07,296,331,Germany,48.61,47.32,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G43_Sturer_Emil.png,False,TD,-1.29,7,29,10692,4.72,0.24,11025,2.77,360,103,0.3,770,0.58,1.91,0.62,800,58.66,St. Emil,26,691,68.82,684
1162,26.24,399,311,USSR,48.19,47.4,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R146_STG_Tday.png,True,MT,-0.79,8,212,10683,6.27,0.83,47361,4.22,315,307,0.35,1148,0.67,2.94,0.75,1363,67.29,Guard,45,1379,69.79,1050
776,17.49,273,239,France,49.69,49.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png,False,LT,-0.3,7,6,10635,7.69,2.12,5185,5.47,113,449,0.38,1033,0.52,4.1,0.7,1535,71.07,AMX 13 75,17,773,75.03,531
1158,23.04,367,288,USSR,48.32,47.05,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R112_T54_45.png,True,MT,-1.27,8,474,10598,8.35,1.13,59905,5.61,188,393,0.38,1053,0.6,3.75,0.76,1421,67.21,T-54 mod. 1,50,1667,66.85,896
266,42.26,105,392,UK,48.77,48.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB30_FV3805.png,False,SPG,-0.24,9,21,10582,9.34,0.01,11601,2.85,921,14,0.61,789,0.46,0.13,0.1,473,30.5,FV3805,34,326,4.58,967
1689,26.85,393,312,China,49.62,50.46,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,False,HT,0.84,9,958,10526,6.53,1.06,9265,4.84,180,333,0.28,1331,0.73,3.14,0.94,1238,74.11,BZ-68,52,2615,64.85,1521
383,24.49,166,285,Germany,48.34,47.98,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G05_StuG_40_AusfG.png,False,TD,-0.36,5,87,10498,7.54,0.37,1041,4.4,182,81,0.42,793,0.55,3.19,0.97,945,58.39,StuG III G,24,477,72.53,415
1590,25.43,457,303,USSR,49.02,49.34,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R96_Object_430.png,False,MT,0.32,9,607,10492,7.57,1.1,21505,5.19,234,437,0.35,1036,0.69,3.49,0.93,1475,68.55,Obj. 430,60,2163,67.23,1263
609,23.97,229,269,Germany,49.19,48.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G13_VK3001H.png,False,MT,-0.23,5,121,10486,7.87,0.64,2577,4.72,101,132,0.37,700,0.53,3.23,1.31,937,60.03,VK 30.01 H,24,711,68.46,417
1010,21.09,308,269,USSR,47.64,46.9,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R13_KV-1s.png,False,HT,-0.74,6,241,10436,8.42,0.74,18689,5.58,75,156,0.31,1003,0.54,3.47,1.02,1044,66.33,KV-1S,28,1214,62.12,564
724,21.48,240,261,USSR,48.31,47.18,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R197_KV_1S_MZ.png,True,HT,-1.13,5,256,10421,10.12,0.7,37889,6.49,55,127,0.33,692,0.53,4.1,1.18,939,64.14,KV-1SA,23,944,63.11,433
1237,26.59,349,307,Sweden,47.67,47.01,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S18_EMIL_1951_E1.png,False,HT,-0.66,8,415,10350,7.41,0.63,1921,5.39,160,225,0.31,995,0.64,3.21,0.9,1111,72.71,Emil I,50,1643,59.66,1029
720,27.5,302,310,USSR,48.55,47.74,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R18_SU-152.png,False,TD,-0.81,7,121,10292,4.25,0.31,2305,2.46,277,107,0.29,828,0.68,1.45,0.85,938,57.84,SU-152,30,873,58.89,696
1516,27.2,403,315,Sweden,48.73,48.64,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S17_EMIL_1952_E2.png,False,HT,-0.09,9,711,10231,7.87,0.74,2177,5.87,189,292,0.31,1090,0.69,3.55,0.76,1124,74.59,Emil II,63,2209,60.49,1381
198,42.86,78,381,France,49.55,50.26,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F24_Lorraine155_50.png,False,SPG,0.71,7,4,10188,7.94,0.03,7233,2.16,623,13,0.74,696,0.5,0.16,0.35,618,27.21,Lorr. 155 50,23,224,7.28,661
1349,28.04,407,331,USSR,48.33,48.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png,True,TD,0.26,9,629,10178,7.92,0.85,32769,5.18,425,368,0.41,1059,0.72,3.52,0.94,1382,65.45,K-91-PT,55,1983,67.88,1287
1421,26.17,344,297,USSR,49.24,50.13,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto.png,True,HT,0.89,8,638,10126,7.61,0.81,60417,5.71,154,235,0.25,1285,0.81,3.62,0.98,1153,74.98,IS-3A,54,2078,63.35,1273
1419,22.76,381,284,Germany,50.11,50.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G143_E75_TS.png,True,HT,0.44,8,769,10106,7.88,1.28,46865,5.67,188,288,0.3,1390,0.69,3.77,0.66,1270,71.95,E 75 TS,51,2191,66.52,1279
1257,25.89,368,292,USSR,48.27,48.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R39_KV-3.png,False,HT,0.26,7,555,10066,5.94,0.62,5889,4.01,86,180,0.24,852,0.59,2.39,1.16,978,67.54,KV-3,35,1793,59.56,767
1266,20.98,430,278,UK,47.76,45.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB70_N_FV4202_105.png,True,MT,-1.83,8,428,10066,7.79,1.09,55633,5.08,176,351,0.33,851,0.47,3.47,0.68,1312,65.16,FV4202,38,1701,68.31,768
1429,24.26,359,290,USSR,47.47,48.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R61_Object252.png,True,HT,0.69,8,895,10048,6.89,0.84,9217,4.89,97,251,0.22,924,0.61,2.7,1.01,1133,70.96,IS-6,50,2332,55.3,970
1070,16.05,409,239,Germany,49.71,47.86,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G140_HWK_30.png,True,LT,-1.85,8,3,10010,5.86,2.65,47377,3.97,204,691,0.31,1142,0.47,2.75,0.46,1565,67.78,HWK 30,35,1067,69.37,688
1077,16.57,326,235,France,49.05,49.13,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F100_Panhard_EBR_90.png,False,LT,0.08,9,18,10008,5.59,3.34,18753,3.76,97,841,0.28,827,0.47,2.6,0.5,2827,67.3,EBR 90,24,1034,69.13,642
433,20.58,136,245,France,50.75,51.56,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F62_ELC_AMX.png,False,LT,0.81,5,9,10003,4.68,2.14,14145,3.04,76,343,0.38,1218,0.5,2.26,1.08,1494,64.9,AMX ELC bis,17,417,74.49,357
1809,26.89,423,313,Poland,48.4,48.21,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png,False,HT,-0.19,9,933,9941,6.52,0.83,3217,4.82,161,315,0.21,1139,0.64,2.92,0.91,1167,73.98,50TP,54,2746,60.46,1396
1372,22.94,371,293,USA,47.42,46.13,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A13_T34_hvy.png,True,HT,-1.29,8,579,9933,5.76,0.73,2849,4.07,155,241,0.2,995,0.51,2.66,0.97,1031,70.7,T34,37,1959,65.23,982
259,41.19,108,383,UK,48.56,48.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB79_FV206.png,False,SPG,0.22,8,12,9917,8.66,0.02,12113,2.7,740,12,0.58,794,0.45,0.15,0.05,387,31.12,FV207,24,301,5.67,781
215,39.58,90,373,USSR,49.39,48.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R15_S-51.png,False,SPG,-1.2,7,11,9911,7.28,0.02,1793,1.93,623,12,0.49,653,0.48,0.14,0.08,372,26.5,S-51,21,249,7.09,664
1532,21.81,508,288,USA,48.46,46.86,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton.png,False,MT,-1.6,9,264,9745,7.46,1.03,8993,5.08,276,402,0.3,857,0.56,3.11,0.72,1356,68.12,M46 Patton,61,1814,61.13,1062
1142,20.1,382,280,Poland,48.31,46.02,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl23_CS_53.png,False,MT,-2.29,8,147,9721,6.77,0.91,4497,4.4,202,308,0.32,1018,0.53,3.02,0.71,1302,64.93,CS-53,43,1320,68.78,853
719,11.08,250,192,France,49.44,49.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F107_Hotchkiss_EBR.png,False,LT,-0.09,7,5,9701,5.32,2.51,18241,3.44,63,387,0.22,773,0.42,2.45,0.48,2024,64.7,EBR Hotch.,15,689,71.07,425
547,27.78,217,306,Germany,48.92,47.58,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G17_JagdPzIV.png,False,TD,-1.34,6,111,9674,8.27,0.47,1553,4.91,285,130,0.5,1035,0.71,3.4,1.1,1010,59.45,Jg.Pz. IV,31,668,69.23,631
707,26.22,272,308,USA,48.51,47.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A64_T25_AT.png,False,TD,-1.08,7,146,9653,6.19,0.44,9249,3.79,303,146,0.34,779,0.6,2.59,0.89,1067,61.24,T25 AT,32,889,68.43,708
1342,21.83,356,287,USA,47.09,45.14,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A139_M_III_Y.png,False,HT,-1.95,8,712,9634,8.49,0.9,21025,5.91,116,271,0.3,789,0.48,3.35,0.97,1123,69.6,M-III-Y,46,2062,56.63,843
201,43.77,69,379,UK,49.69,50.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB29_Crusader_5inch.png,False,SPG,0.35,7,2,9579,11.19,0.04,11345,4.01,576,17,0.86,877,0.51,0.18,0.62,698,35.82,Crusader SP,43,209,4.54,677
1199,23.94,418,294,Czech,49.41,48.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz13_T_27.png,True,MT,-0.46,8,123,9571,9.02,1.01,51825,6.41,308,327,0.49,1244,0.7,4.62,0.55,1473,71.1,Škoda T 27,50,1346,72.08,1049
1799,24.4,582,302,USA,48.81,47.58,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A92_M60.png,True,MT,-1.23,10,427,9531,8.9,1.23,15905,6.45,526,481,0.38,1255,0.74,4.47,0.49,1623,72.48,M60,77,2180,69.33,1644
1345,23.24,349,292,Poland,47.54,47.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl13_53TP_Markowskiego.png,False,HT,-0.5,8,586,9511,6.73,0.83,2961,4.91,138,235,0.24,1050,0.6,2.88,0.81,1155,73.03,53TP,48,1945,58.6,1029
1588,25.83,507,308,Poland,49.35,48.2,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl22_CS_59.png,False,MT,-1.15,9,293,9484,8.72,1.07,8081,5.97,362,422,0.47,1326,0.77,4.21,0.77,1464,68.46,CS-59,70,1861,70.45,1428
811,22.13,262,268,China,49.42,50.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch20_Type58.png,False,MT,0.74,6,140,9351,9.07,1.05,5169,5.79,138,217,0.39,1177,0.71,4.19,1.08,1267,63.86,Type 58,30,928,72.41,637
1218,21.47,411,288,USA,46.55,43.99,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A90_T69.png,False,MT,-2.56,8,278,9345,8.46,0.79,14625,5.6,163,277,0.3,711,0.51,3.42,0.85,1234,66.17,T69,34,1526,61.07,739
1364,26.56,319,299,USSR,49.25,50.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R134_Object_252K.png,True,HT,1.43,8,969,9190,6.77,0.9,48641,4.91,126,272,0.24,1300,0.71,3.15,1.04,1188,72.52,Defender,48,2335,64.25,1262
166,45.81,49,381,France,49.96,51.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png,False,SPG,1.72,6,0,9155,7.2,0.04,4673,1.92,544,16,0.7,774,0.61,0.18,0.37,581,26.69,AMX 13 F3,20,170,9.39,603
1112,22.42,374,279,Germany,49.51,49.79,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G24_VK3002DB.png,False,MT,0.28,7,204,9073,8.69,1.19,4113,5.5,146,301,0.36,944,0.62,3.52,0.86,1394,63.23,VK 30.02 D,36,1306,64.05,676
645,30.95,234,336,USA,49.99,49.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A101_M56.png,True,TD,-0.45,7,0,9024,8.03,0.58,56353,4.97,419,208,0.44,1047,0.69,3.74,1.27,1220,61.87,Scorpion,39,589,75.24,825
1493,18.8,527,258,Germany,50.45,48.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png,False,LT,-1.97,10,4,9023,6.81,3.07,19985,5.07,355,1056,0.31,1382,0.6,3.66,0.3,1950,74.45,Rhm. Pzw.,55,1377,72.09,1181
197,39.08,74,359,Germany,47.94,46.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G23_Grille.png,False,SPG,-1.16,5,0,8992,7.87,0.04,5649,1.71,358,15,0.82,657,0.5,0.2,0.21,424,21.78,Grille,36,186,11.42,396
1366,27.09,367,303,UK,49.63,50.41,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB115_Gonsalo.png,True,HT,0.78,8,483,8965,6.97,1.02,60753,4.85,206,286,0.39,1406,0.82,2.93,0.66,1323,69.62,Gonsalo,46,1819,60.3,1387
1157,21.73,419,278,Germany,48.94,48.82,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G03_PzV_Panther.png,False,MT,-0.12,7,202,8925,10.48,0.89,1297,6.66,166,240,0.42,809,0.52,4.62,0.84,1210,63.57,Panther,23,1354,69.37,614
1183,30.55,399,323,UK,48.97,49.5,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB99_Turtle_Mk1.png,True,TD,0.53,8,931,8887,9.36,0.52,59985,6.22,282,229,0.36,1213,0.75,3.88,1.04,968,66.49,Turtle I,59,2143,62.43,1178
1338,22.51,499,286,Germany,47.53,45.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G64_Panther_II.png,False,MT,-2.44,8,216,8850,7.77,0.76,8465,5.05,265,267,0.27,855,0.5,3.3,0.73,1197,65.06,Panther II,41,1572,65.36,803
1139,23.34,331,285,USA,48.24,49,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png,False,HT,0.76,7,474,8822,7.42,0.89,20769,5.04,96,220,0.29,793,0.53,3.28,1.16,1105,67.88,M-II-Y,34,1607,65.21,736
1694,24.81,444,303,USA,48.47,47.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A89_T54E1.png,False,HT,-0.53,9,320,8722,8.13,0.69,15393,6,229,244,0.24,1119,0.73,3.93,0.74,1215,73.79,T54E1,59,2033,65.51,1366
1115,23.38,386,284,France,49.37,49.1,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/france-F117_Alt_Proto_AMX_30.png,True,MT,-0.27,8,349,8716,7.99,1.43,32065,5.32,280,379,0.32,1247,0.66,3.88,0.57,1530,66.57,A.P. AMX 30,52,1463,72.87,1095
1273,25.98,347,299,Sweden,49.57,49.75,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S25_EMIL_51.png,True,HT,0.18,8,480,8657,8.06,0.98,52865,5.99,196,258,0.32,1350,0.79,3.94,0.61,1266,74.29,EMIL 1951,56,1745,65.84,1291
2212,38.86,485,337,USSR,55.06,58.79,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R157_Object_279R.png,True,HT,3.73,10,2192,8595,13.32,1.51,46849,10.65,306,617,0.41,2091,1.21,7.35,0.63,1500,79.97,Obj. 279 (e),91,4253,68.98,3014
1541,25.93,531,311,Japan,49.62,48.42,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png,False,MT,-1.2,9,189,8577,9.05,0.98,3425,6.18,411,388,0.51,1221,0.73,4.33,0.54,1518,68.27,Type 61,60,1708,70.09,1349
